gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
0,1,2,2,1,2,4131,2,2,2,65988
1,0,2,2,0,6,4382,2,0,1,66648
1,1,1,2,1,6,6511,2,2,1,63828
0,1,1,2,1,7,5630,2,1,2,275628
1,1,1,2,0,1,3731,2,2,2,92628
0,1,1,2,1,3,2351,2,1,2,193536
1,0,1,3,1,4,0,1,1,2,49392
0,1,1,1,0,3,3795,2,2,2,66468
0,1,1,1,0,5,9745,2,1,0,64164
0,1,1,2,1,5,7377,2,2,2,309984
1,0,1,3,0,6,3493,2,1,2,68892
0,0,1,2,1,4,2006,1,2,0,32664
0,0,2,3,0,6,2565,2,2,2,92328
1,1,1,2,1,3,6086,1,2,2,33588
1,1,1,0,1,4,5248,2,2,2,305400
0,1,0,2,1,4,3038,1,2,1,51348
1,1,1,1,0,5,6695,1,2,2,62424
0,1,1,2,0,2,10672,2,2,2,112500
0,0,2,1,0,7,0,2,1,2,52680
1,1,1,2,0,4,3213,1,2,2,30696
0,0,1,3,0,6,2091,1,2,2,60528
0,1,1,2,1,5,6265,2,0,0,54984
1,1,1,2,1,2,4727,1,0,2,36372
0,1,0,2,1,8,2477,2,1,2,68388
1,1,1,2,1,1,3617,2,2,2,63576
0,1,1,2,1,6,2375,2,0,2,66240
1,0,1,2,1,1,0,2,2,2,59628
1,1,1,2,1,3,3949,2,0,2,66516
1,1,2,2,1,5,0,2,2,2,51936
1,1,2,3,1,6,0,2,2,0,68712
1,1,1,2,1,1,5456,2,1,2,58392
0,1,2,2,1,6,5589,2,2,2,96336
1,1,1,2,1,1,9945,1,2,2,32160
1,1,2,1,1,4,5338,1,0,2,33240
0,1,1,1,0,8,2102,2,1,2,245736
0,1,2,2,1,7,5551,2,2,1,97536
0,1,2,2,1,5,6337,2,2,0,62892
0,1,2,3,1,6,9251,2,2,0,69084
1,1,0,2,0,5,3101,2,2,2,65808
1,1,1,3,0,6,0,2,2,0,510036
0,1,2,1,1,2,2752,2,2,1,50832
1,1,1,3,0,3,0,2,2,0,53424
1,0,1,3,1,2,0,1,2,2,33096
0,1,1,2,1,4,4823,1,2,2,34068
0,0,1,3,1,7,2742,1,0,1,63252
0,0,2,2,0,7,7626,2,1,1,48072
0,1,2,3,0,8,5942,2,2,1,66504
0,1,1,2,1,2,10834,2,2,2,67884
1,1,2,2,1,6,4011,1,1,1,34620
0,1,2,2,1,5,6814,2,2,2,97548
0,1,2,1,0,6,5657,2,2,2,314736
0,1,2,1,0,6,7763,2,2,2,70488
1,0,2,3,1,6,0,2,1,2,99456
0,1,1,1,0,7,0,1,2,2,48312
1,0,2,2,1,2,0,1,2,2,44424
1,0,1,1,1,5,3242,2,2,2,64320
1,1,1,2,1,2,6088,2,2,2,65484
0,1,1,1,1,2,3167,2,1,0,65472
1,0,2,2,0,6,2938,1,1,2,32436
1,0,1,2,1,1,5675,2,1,0,195168
0,1,1,1,1,4,3068,1,2,2,56400
0,1,2,2,0,6,4443,2,2,2,69408
0,0,1,3,1,1,0,2,2,2,130488
0,1,1,2,0,7,4195,1,2,2,60816
0,1,1,2,0,1,5592,2,2,1,59148
0,1,2,2,0,6,11453,2,2,1,64020
0,1,2,2,1,4,3393,2,2,2,141720
0,1,2,0,1,7,4322,1,2,2,30060
0,0,0,2,1,3,0,2,1,0,69108
0,0,2,3,0,7,0,1,2,2,33564
0,1,0,1,0,4,7104,1,2,2,59304
0,0,2,2,1,7,6955,2,1,2,51492
1,1,2,2,1,6,5232,1,2,2,35760
0,1,1,1,1,7,3740,2,2,2,59988
1,1,1,1,0,5,7328,2,2,1,255372
0,0,2,2,1,2,0,2,1,2,46236
1,0,2,2,1,8,0,1,1,1,58716
0,1,2,2,0,3,3069,2,2,1,48624
1,1,2,2,1,1,4375,2,2,1,129708
0,0,1,2,1,1,2926,2,0,2,102072
0,1,1,2,0,1,5367,2,2,2,70812
1,0,1,3,1,2,4436,2,1,1,71940
0,0,1,2,1,6,2899,1,2,1,34308
0,1,2,2,1,2,4242,2,2,2,61416
0,1,1,2,0,1,11153,2,0,2,118452
1,1,2,2,1,1,6149,1,2,1,66060
0,1,1,2,1,2,5862,2,2,2,277008
0,1,1,1,1,1,6398,2,2,2,117612
0,1,2,1,1,5,3838,2,2,0,450096
1,1,1,1,0,5,4235,2,2,2,59916
0,1,1,2,1,3,4111,1,2,1,30120
1,0,1,2,0,6,2349,1,2,1,30060
0,1,2,2,0,5,3996,2,2,2,60348
0,1,2,2,0,3,5009,2,2,1,95472
0,1,2,2,1,2,3882,1,2,2,58284
0,0,2,2,1,5,0,2,1,2,108528
0,1,1,3,0,8,5787,2,1,0,69096
0,1,1,1,1,5,17083,2,0,2,170592
0,1,2,2,1,5,6443,2,2,2,96588
0,1,1,2,1,4,3252,2,2,2,60384
0,1,1,2,1,4,3806,2,2,0,58812
0,1,2,1,1,6,4012,2,1,0,106656
0,1,2,2,0,7,12123,1,1,2,59280
0,1,1,2,1,0,5582,2,0,1,295308
0,1,1,1,0,0,7150,2,1,0,74244
0,1,1,2,0,2,5871,2,2,0,247008
1,0,1,1,0,7,7728,2,1,1,236484
0,1,2,2,1,2,3834,1,1,0,62712
1,1,1,2,1,3,0,2,2,2,85620
1,1,1,1,1,5,5514,2,2,0,34008
1,0,1,2,0,6,0,2,2,2,44520
0,0,1,2,0,6,2187,1,2,1,37008
0,1,1,3,0,4,5709,2,2,0,110772
1,1,1,2,1,7,3790,2,2,1,63792
0,1,1,1,0,6,6181,2,0,1,64656
0,0,2,2,0,6,5037,2,2,2,65724
0,1,2,1,0,3,7976,1,2,0,53988
1,1,2,1,1,3,6133,2,2,0,73260
1,1,1,1,1,7,0,2,1,2,67944
1,1,1,2,0,8,11296,2,2,2,379116
0,1,1,2,1,4,6269,2,2,0,65352
1,1,2,1,1,2,3842,2,2,2,30480
1,0,2,2,1,7,2847,2,2,2,299148
1,1,2,2,0,5,5800,2,2,2,96432
0,1,1,2,0,2,4193,2,0,2,109776
1,1,2,2,0,4,4928,2,0,1,68508
0,1,1,1,1,3,5467,1,2,1,28704
0,1,2,1,1,4,6235,2,0,1,134556
0,1,2,2,0,7,4147,1,2,2,32796
0,1,0,1,0,8,16085,2,2,0,537336
0,0,1,2,0,4,3705,2,2,1,67020
1,1,1,2,1,5,0,1,2,2,34692
0,1,1,2,0,6,2476,2,2,0,558060
1,1,1,2,1,7,2239,2,2,2,64056
0,1,2,1,1,6,0,1,0,0,29124
1,1,0,2,1,6,5809,2,1,2,95220
1,1,2,3,0,4,5075,2,2,2,65076
0,1,1,2,1,0,4132,1,2,2,37344
0,1,1,2,0,7,2313,1,1,1,39012
0,1,2,2,1,8,3472,2,2,2,303468
1,0,1,2,0,5,3039,2,0,0,64284
1,1,2,1,1,2,3747,1,2,2,359232
1,1,2,0,0,2,6075,1,1,2,36636
0,1,2,3,0,7,9071,2,1,1,101544
1,1,1,2,1,2,7169,1,2,2,31128
1,1,2,3,0,6,2775,2,2,1,91464
1,1,2,1,0,7,2595,2,1,2,67020
0,1,2,2,1,1,4444,1,0,2,32724
1,1,2,2,0,5,2992,2,2,2,65100
0,1,1,2,1,6,6706,1,0,1,44544
1,1,0,3,1,4,4412,2,2,2,62412
1,1,1,2,0,5,9561,2,1,1,69468
0,1,1,2,1,2,5636,1,1,0,38688
1,1,2,3,1,8,13347,2,2,1,120960
1,1,2,1,1,4,0,2,2,0,62088
0,0,0,2,1,4,0,1,1,2,34200
1,1,2,1,1,5,5892,2,1,2,121200
1,0,1,1,0,3,0,2,1,2,47892
0,1,0,2,1,4,5277,2,2,1,96444
1,0,1,2,1,6,2761,1,1,2,52164
1,1,2,3,0,3,8833,2,2,2,102132
1,0,0,2,1,4,3575,1,1,0,42516
0,1,1,1,0,6,4203,2,0,1,64284
0,1,2,2,0,4,5634,2,1,2,40644
1,1,1,2,1,1,5043,2,2,2,195108
0,1,1,0,0,5,2231,1,2,2,33408
0,1,1,1,1,3,6153,2,1,1,196116
0,0,2,2,1,8,3400,2,1,2,67440
0,1,2,2,1,3,7400,1,2,2,71124
0,1,2,1,1,6,4960,2,1,2,141012
0,1,1,3,1,3,5603,1,1,2,101580
0,1,1,2,1,7,9719,2,2,1,482844
1,1,2,3,0,7,6557,2,2,1,194640
0,1,1,2,1,0,2354,1,2,2,32112
0,0,2,2,1,6,6493,1,0,1,51324
0,1,2,2,1,4,2316,2,1,2,207000
0,1,2,2,0,6,4080,2,2,2,71424
1,1,1,2,0,1,2335,2,2,0,326112
0,1,1,2,0,2,5655,2,2,2,510456
1,1,1,3,0,8,3849,2,1,2,208560
0,0,1,1,0,6,4059,2,1,2,51000
0,1,2,1,1,7,6999,2,1,1,66840
0,1,2,2,1,1,3564,2,0,2,65760
0,1,2,3,1,6,2291,1,0,1,33864
0,1,1,1,0,6,4238,2,2,2,92088
0,1,1,2,0,3,6541,1,2,1,32208
0,1,1,3,0,7,5562,1,0,2,32388
1,1,2,1,1,2,0,1,1,2,30792
1,0,1,2,1,6,6787,2,0,2,484404
1,1,1,1,0,8,6638,2,2,1,69696
0,1,2,2,0,1,5412,2,2,2,94044
0,1,1,2,1,7,2201,2,2,1,61596
1,1,2,3,0,6,4275,1,2,1,33816
0,1,2,1,0,3,17586,2,0,0,525192
1,1,1,2,0,3,5078,2,0,2,88008
1,1,1,2,0,5,6624,1,2,0,49992
0,1,1,3,1,2,8401,1,0,1,32016
1,1,1,1,0,1,0,1,0,2,57264
0,1,2,2,1,5,4101,1,2,1,35256
1,1,2,2,0,7,11775,2,2,0,99516
0,0,1,2,1,4,0,1,2,2,62220
1,0,1,3,1,0,2734,1,2,2,69972
0,1,0,2,1,4,7324,1,2,1,34704
0,0,2,1,1,2,3586,2,1,0,66600
0,1,1,3,0,1,5150,2,2,1,106584
1,0,2,3,1,6,0,2,2,0,295596
0,1,1,3,0,6,0,2,2,2,65016
0,1,2,2,1,5,2568,2,2,2,98688
0,1,1,2,1,6,3498,2,0,2,68052
1,1,2,1,0,7,9418,2,1,1,202728
0,1,1,2,1,5,0,1,2,1,58416
0,0,2,3,1,7,9400,1,1,0,47604
0,0,2,1,1,3,4276,2,2,2,98472
0,0,1,2,0,6,0,2,2,1,544956
0,1,1,2,1,2,4315,1,2,1,31860
0,1,1,2,1,1,9929,2,2,2,63204
1,1,0,1,0,8,10444,2,1,1,62268
0,1,0,2,1,2,11501,1,0,2,67944
1,1,1,2,0,2,4350,2,0,0,99576
1,1,2,1,0,6,7771,2,2,2,60396
0,1,1,1,1,8,5582,1,2,2,59316
0,1,1,2,1,2,3907,2,2,2,61248
1,1,2,2,1,6,9003,2,2,1,68208
1,1,0,2,1,1,5886,2,2,1,137808
1,1,2,1,1,4,4090,2,0,1,139332
0,1,2,2,1,4,5776,2,2,2,102696
1,1,1,2,1,4,2323,1,1,0,34476
1,1,1,2,0,1,11843,2,2,2,61848
1,1,1,2,1,6,2025,2,2,2,63492
0,0,2,2,1,4,3586,1,2,0,97392
1,1,1,2,0,1,0,2,1,2,56124
0,1,1,3,1,2,3445,1,2,2,238404
0,1,1,2,0,6,4449,2,2,2,113124
0,1,0,1,0,2,6424,2,2,2,59352
0,0,1,2,1,6,3668,1,2,1,31056
1,1,1,1,1,5,3961,1,1,1,39468
0,1,1,1,0,6,14765,2,2,1,84744
1,1,2,2,1,5,4605,2,0,0,191076
0,1,2,1,0,5,0,2,1,2,68604
0,1,1,2,0,2,10742,2,0,0,67164
1,0,1,3,1,7,0,2,1,2,106020
1,1,2,1,1,2,6467,2,1,2,91404
1,0,2,2,0,6,2205,1,1,0,35640
0,0,2,3,1,6,4189,2,1,0,67284
0,1,2,1,1,1,5256,2,2,2,169920
0,1,1,2,1,4,7188,2,2,2,106236
1,1,1,2,0,2,5888,1,2,2,34704
1,1,1,1,1,8,4386,2,2,0,233208
1,0,1,3,1,6,2174,2,2,2,63972
0,1,1,1,1,5,3290,2,1,2,63348
0,1,2,1,1,6,0,2,1,2,101076
1,1,2,2,1,7,5599,1,0,2,34560
1,1,1,2,1,7,5356,2,2,2,163440
0,1,1,1,0,8,2170,2,1,2,95220
0,1,2,3,1,7,4926,2,2,1,97716
0,1,2,1,0,6,0,1,1,2,43512
1,1,2,2,0,6,5782,2,0,2,67188
0,1,1,2,1,2,4311,2,2,2,60960
0,0,1,2,0,7,0,1,0,1,34848
0,1,1,1,1,5,7160,1,2,2,56220
0,0,2,2,0,4,0,1,2,1,56124
1,0,2,2,1,1,4709,1,2,0,36924
1,0,2,2,1,8,0,2,1,0,110196
1,1,1,3,0,6,3748,2,2,1,107292
0,1,2,2,0,5,3570,2,1,2,63948
1,1,0,2,1,6,4394,1,2,2,37968
0,0,1,2,1,4,4940,2,2,0,59184
1,1,1,2,1,1,2886,2,0,0,54492
0,1,1,2,1,6,4285,2,2,0,108552
1,1,1,2,1,6,6350,1,2,2,44112
1,1,1,2,1,4,4607,1,2,2,41148
0,1,1,2,1,5,3651,1,2,2,57804
1,1,1,2,0,2,5945,2,0,0,66216
0,1,1,0,1,5,5982,2,2,2,266676
0,1,2,2,1,5,5173,2,2,2,98064
0,0,2,2,1,6,0,2,0,2,67992
1,1,2,2,0,4,5335,1,2,2,36432
0,1,2,3,1,7,3788,1,1,2,45876
1,1,2,1,1,2,3300,2,1,1,34116
0,1,2,1,0,4,2921,2,1,2,191748
1,0,1,2,0,4,0,1,2,2,56964
0,0,1,2,0,3,0,1,2,2,28776
0,1,2,1,1,3,6050,2,2,2,159756
0,1,2,2,0,3,3886,2,2,2,71712
1,1,1,1,1,3,7042,2,2,1,100176
0,1,2,0,0,8,5113,1,2,0,51516
0,1,1,2,1,7,2335,1,1,0,29256
1,1,1,2,1,6,0,1,1,1,64680
0,1,2,2,1,7,4119,2,1,0,71316
0,0,1,2,1,2,14213,2,2,0,107364
1,1,1,3,0,2,0,2,0,1,67008
0,1,1,1,1,6,10535,2,1,2,64008
0,1,1,3,1,5,9768,1,1,2,101952
1,1,2,1,0,4,5177,2,0,0,299544
1,0,2,2,1,2,0,2,1,2,72888
1,0,2,1,1,7,0,2,1,1,333432
1,1,1,1,1,3,3494,2,1,1,35400
0,0,1,2,1,7,2141,1,2,1,55716
0,0,2,3,1,3,0,1,1,2,60348
0,1,1,2,1,1,5607,1,2,1,47616
1,0,1,2,1,6,2033,1,2,0,36972
0,1,1,2,0,1,2769,2,1,2,61704
1,1,1,2,1,5,4254,2,2,2,105552
1,1,1,1,1,4,5379,1,2,2,31836
0,1,2,1,0,4,5657,2,2,2,116880
0,0,2,2,0,7,4185,2,2,2,65616
0,0,2,2,0,4,0,2,2,2,100416
1,0,2,2,0,7,0,2,2,0,117360
1,0,1,2,1,2,0,1,2,2,55500
0,1,1,1,0,1,8578,1,1,0,53832
0,1,2,3,1,6,10077,2,2,1,66540
0,1,1,2,1,7,9006,2,2,1,58728
1,1,1,2,1,7,4129,2,2,2,318108
1,1,0,1,0,5,4652,1,2,1,30564
0,0,2,1,1,4,9809,2,1,2,95580
0,0,2,2,1,8,2105,2,2,2,59616
1,0,2,1,1,6,3386,2,2,1,68580
0,1,1,2,0,7,4619,2,2,1,64092
1,1,1,1,0,5,7306,2,0,1,271308
0,0,2,2,1,0,0,1,2,2,35316
0,1,2,2,1,6,6449,2,2,1,35124
0,1,2,2,1,7,4254,2,1,2,57876
0,1,2,3,1,4,5910,2,2,2,59808
1,0,1,3,1,7,3044,2,1,0,77952
1,1,2,1,0,1,7135,2,2,2,27972
0,1,2,2,0,5,5106,2,2,0,367824
0,1,1,1,1,6,7219,2,2,2,64752
1,1,1,2,0,3,13644,1,2,2,32460
0,1,1,2,0,0,3536,2,2,2,100308
0,0,2,2,1,5,3471,1,0,1,35940
1,1,1,2,0,7,0,2,2,2,138636
1,1,1,1,0,4,4197,1,2,2,33996
0,1,2,1,1,2,9148,2,2,0,184764
0,0,2,2,1,8,0,2,2,2,94404
1,1,1,1,1,4,7833,1,2,0,44544
1,1,1,1,0,4,4150,2,2,1,64620
1,1,1,1,1,2,5917,2,2,1,161340
1,0,2,2,0,6,2270,1,2,1,34500
1,1,1,2,0,4,2449,2,2,1,110028
1,1,2,1,0,1,3942,2,2,2,66396
1,1,1,1,0,6,5837,2,2,2,59256
0,0,0,2,1,1,2096,2,2,2,64512
1,1,1,2,1,5,4881,1,2,0,47520
0,1,1,3,1,5,5297,1,1,2,34692
1,0,2,2,1,0,0,1,2,0,34812
0,1,2,3,1,0,2727,2,1,1,68148
0,1,1,2,1,3,7262,2,1,0,101160
0,1,1,2,0,4,8863,2,2,2,60372
1,1,0,2,1,6,3572,2,2,1,64188
0,0,0,3,0,3,0,1,2,0,59892
0,0,2,1,0,6,0,1,2,2,68448
1,0,1,3,1,0,0,1,1,2,31620
0,1,2,1,1,1,10289,1,2,2,32460
0,1,2,2,0,5,10855,2,1,0,66636
0,1,2,2,1,0,2187,2,1,0,68808
0,1,1,3,1,8,0,2,2,2,53412
1,0,2,2,1,0,0,1,2,2,31056
1,0,2,2,0,6,2279,1,2,1,67776
1,1,2,3,1,5,11212,2,2,0,64656
1,0,1,2,0,2,2296,2,2,1,107004
0,1,1,1,1,6,3910,1,2,0,32148
0,1,1,1,1,5,7482,2,2,2,277200
0,1,2,1,1,4,5824,2,1,1,238260
0,1,1,1,1,3,3976,2,0,1,69612
0,0,1,2,0,7,4004,2,1,0,244548
1,1,2,1,0,4,4997,1,2,2,48252
0,1,1,1,1,4,4304,2,2,2,95904
0,1,1,3,1,2,6287,2,2,2,60528
1,0,1,3,1,2,5448,1,2,0,50568
0,1,1,1,1,3,13560,2,2,2,102108
1,1,2,2,1,2,3169,2,2,0,91716
1,0,1,2,0,1,2710,1,2,2,45024
0,1,2,1,0,6,0,1,1,2,32208
1,1,2,2,0,1,2168,1,2,0,99564
1,1,1,2,0,5,6314,2,2,2,90372
1,1,1,2,0,6,6500,2,0,2,162972
0,1,1,1,1,2,4506,1,1,1,69612
1,1,1,2,1,8,0,2,2,0,64824
1,0,1,2,1,6,3328,2,1,1,71604
0,0,2,3,1,1,0,1,2,2,34176
0,0,1,2,1,5,2059,2,2,0,237396
0,0,1,2,1,6,0,1,2,2,33648
1,1,1,1,1,6,5869,2,1,2,104040
1,1,1,2,0,2,6492,1,2,1,37032
0,1,1,1,1,1,9249,2,2,1,29808
0,0,1,2,0,0,0,1,2,1,43404
0,1,0,2,1,2,0,2,0,0,99492
0,0,2,2,0,6,0,2,1,2,66180
0,1,0,0,0,8,6416,1,2,0,33060
0,1,1,2,1,5,6706,1,1,0,48240
0,1,2,2,1,3,4278,2,2,0,44208
0,1,2,1,1,6,3177,1,1,2,63792
1,1,1,1,1,6,3937,1,2,1,60924
1,1,2,2,1,4,2191,2,1,2,104088
0,0,1,2,0,7,0,1,1,2,52308
0,1,1,1,0,7,5268,2,1,2,104220
0,1,1,1,0,7,3712,2,1,2,74748
1,1,1,2,1,8,3172,2,2,2,106068
1,1,2,2,0,1,5588,2,2,1,96012
0,1,0,2,1,4,3747,1,2,0,33504
0,1,1,2,0,5,6779,2,2,2,65460
0,1,2,2,1,4,3381,1,2,2,93492
0,1,1,2,0,6,11754,1,2,2,61368
0,0,0,2,1,2,0,1,0,1,64728
1,0,1,1,0,4,5986,2,1,0,112596
0,1,2,1,0,7,4137,2,1,0,71196
0,1,1,2,1,2,5255,2,0,0,49764
0,1,1,2,1,3,5518,2,2,2,68028
0,1,2,2,1,3,6255,1,0,1,50124
0,0,2,2,1,4,0,1,2,0,32088
0,0,1,3,0,1,0,2,2,2,52932
0,0,1,2,1,1,4352,2,2,0,63120
0,1,0,2,0,6,3961,2,2,0,133116
1,1,1,2,0,7,6527,2,1,2,102108
0,1,1,0,0,4,5794,2,2,0,157236
0,1,2,1,1,8,6201,2,2,1,102792
1,1,1,2,0,2,5857,2,2,0,75744
0,0,2,2,0,8,0,2,2,2,90048
1,1,2,3,1,4,2014,2,1,2,204948
0,0,2,2,0,1,0,1,1,2,30228
0,1,1,2,0,7,9035,2,0,0,58104
1,1,1,1,0,5,0,1,2,0,56412
0,0,1,2,1,1,2341,1,2,2,36660
0,1,2,2,1,3,4298,1,2,2,30948
0,1,1,2,1,8,2155,1,1,2,103596
0,1,1,1,1,5,3417,2,1,2,71004
0,1,2,2,1,7,7057,2,2,2,106560
0,1,1,2,0,5,10451,1,2,2,32280
1,0,1,2,0,0,6183,1,2,2,64656
0,1,1,2,0,2,6834,2,2,0,58944
0,1,2,2,0,1,6700,2,2,2,98928
1,1,2,2,1,4,5896,2,2,2,68940
0,0,1,3,1,1,0,1,2,1,31284
0,1,2,1,1,2,3763,2,2,1,192096
1,1,0,2,1,2,3797,2,2,1,89364
0,0,2,3,0,7,5105,1,0,2,45216
0,1,2,3,0,7,3542,2,2,2,100860
1,0,2,3,1,7,3979,1,2,1,33384
0,1,2,1,0,7,5287,2,2,2,69024
0,0,1,3,1,7,0,1,1,2,55320
0,1,1,1,1,5,6219,2,2,1,157008
1,1,1,1,1,6,10451,2,0,2,107052
0,1,2,1,1,7,0,2,1,1,60456
1,1,1,3,0,4,7467,2,2,0,71496
0,0,1,3,0,7,2578,2,2,1,69408
0,1,1,1,0,7,4330,2,2,2,98712
1,1,2,2,1,4,8031,2,2,2,61596
1,1,1,3,1,6,0,2,1,0,95352
1,1,1,2,1,2,8293,1,2,1,71484
0,1,2,2,0,7,3382,2,1,1,67296
1,1,1,1,0,7,6479,2,2,2,89172
1,1,2,2,1,7,0,2,1,0,61212
0,0,2,2,1,7,3229,2,1,2,47412
0,0,2,2,0,1,5864,1,1,1,35868
0,1,2,1,0,3,10309,2,1,1,148968
0,1,1,1,0,4,6500,2,2,2,342084
1,1,1,2,1,6,7025,2,0,1,97560
0,1,2,1,1,7,5156,1,1,1,69024
0,1,2,1,1,2,6148,1,2,2,389940
1,0,1,2,0,5,0,1,0,1,33108
1,1,2,2,1,2,16474,1,2,2,135636
1,1,0,2,0,8,0,1,0,1,35736
1,1,1,2,0,6,3528,2,1,2,107520
1,1,1,3,1,6,4606,2,2,2,60648
1,1,1,1,1,5,4664,1,2,2,35760
0,0,1,3,1,7,0,1,2,1,30144
0,1,2,3,0,7,3848,2,2,2,62556
0,0,1,2,1,8,0,2,1,2,61188
0,1,2,1,0,5,4284,2,1,2,177216
1,0,2,3,1,5,0,2,2,2,69792
0,1,2,3,0,6,7097,2,2,2,66900
0,0,2,2,1,6,3003,2,1,0,75828
0,1,1,2,0,6,6868,2,2,0,118392
0,1,2,2,1,8,7099,2,2,0,66084
0,1,1,1,0,2,4576,2,2,2,65904
1,1,2,2,0,6,3019,1,2,1,52212
0,1,1,1,0,6,6893,2,2,2,174420
0,0,1,2,1,1,0,2,2,0,28140
1,1,1,2,1,5,3942,1,2,0,42336
0,0,2,2,1,6,3880,2,2,0,116760
0,0,2,2,1,2,4814,1,1,0,33588
0,1,1,2,1,8,6502,1,2,0,69132
0,0,0,2,0,4,3583,1,0,1,43200
0,1,2,1,0,6,3858,2,1,2,182136
1,0,2,3,0,3,0,1,2,2,62736
0,1,2,1,1,7,5956,2,2,2,59448
1,0,1,3,1,6,0,1,1,2,33840
0,1,1,1,0,5,5636,1,2,2,36072
0,0,1,2,0,3,4517,1,2,0,30732
0,0,2,2,0,7,0,2,1,0,52812
0,1,1,2,1,5,8366,2,2,2,102660
0,0,1,3,1,6,0,2,0,2,63468
1,1,2,2,1,3,7569,1,2,0,32628
1,1,1,0,0,4,8322,1,2,0,33120
1,1,1,1,0,4,3594,2,0,2,165648
0,0,2,2,1,1,5991,1,1,0,35004
0,1,2,3,0,2,3648,2,2,2,63504
0,1,2,2,1,6,5356,2,1,2,107184
0,1,1,1,0,5,0,2,2,0,96840
1,0,2,1,0,5,0,2,1,2,102432
1,1,1,2,0,2,7635,2,2,1,75888
0,1,2,3,1,4,6430,2,2,1,99216
1,1,2,2,1,6,5122,1,2,0,32544
1,0,2,3,0,6,3429,2,1,0,58500
1,1,2,2,0,7,4717,1,2,1,59760
0,0,1,1,0,6,0,2,1,2,201756
0,0,1,3,0,5,0,1,1,2,35472
0,1,2,2,1,6,4609,1,2,1,57636
1,1,1,1,0,5,3879,2,2,2,99060
0,1,2,1,1,5,3725,2,2,2,101052
0,1,2,2,1,6,3323,2,2,0,284904
1,0,1,3,1,1,0,2,0,2,375324
0,1,2,1,0,5,14015,2,2,2,95688
1,1,1,1,0,6,6316,2,1,2,62472
0,1,2,2,0,6,2779,2,1,1,56004
1,1,2,2,1,3,5878,1,2,2,48084
0,1,1,1,0,8,9578,2,2,2,401820
1,0,2,2,1,2,2271,2,2,2,32376
0,1,2,2,1,6,4995,1,2,2,29736
0,1,1,1,1,2,3679,1,1,0,33204
0,1,2,2,1,6,0,1,1,0,57132
0,1,2,2,0,1,7811,2,2,2,77316
1,1,2,2,0,1,8507,1,2,0,53808
1,1,1,2,0,6,6326,2,2,2,107316
0,1,0,3,0,6,8464,2,2,2,104952
0,1,1,2,1,8,7857,2,2,2,67188
0,0,2,1,0,7,0,1,1,2,46176
0,1,2,1,1,2,4150,2,1,2,59892
1,1,2,2,1,2,2417,2,2,0,65772
0,1,1,2,1,7,2318,1,2,2,32160
0,0,2,2,1,2,2837,2,2,2,68832
0,0,2,1,1,4,0,2,1,2,173412
1,0,2,2,1,7,2494,2,2,2,72300
0,1,1,2,1,6,2581,1,2,2,32328
0,1,1,1,1,3,5089,2,1,2,98088
1,0,2,2,1,7,0,2,2,1,57804
1,1,1,2,1,7,2494,1,2,2,31200
0,0,2,2,1,1,5948,2,1,0,50916
0,1,1,2,0,0,0,1,1,2,49872
1,1,1,2,1,4,6080,2,2,0,102648
0,1,1,2,0,8,3224,2,2,2,59496
0,0,2,2,0,6,3795,2,1,0,103440
1,1,1,1,0,6,5133,2,2,2,343476
1,0,1,2,0,8,7887,2,1,2,69840
0,1,2,1,1,6,6177,2,2,2,99924
1,0,2,2,1,1,0,2,2,1,74748
0,0,1,2,1,4,3502,2,1,0,67188
0,0,1,2,1,5,11485,2,2,2,71328
1,1,1,2,1,2,5985,2,1,1,60168
0,1,2,1,1,4,0,2,1,2,92916
0,1,2,2,1,1,6339,1,2,2,50160
1,0,2,2,1,6,3013,2,2,2,463320
1,0,1,2,1,7,9925,2,2,1,65040
1,1,2,2,0,4,2966,1,1,1,64644
0,1,2,2,0,2,7543,2,0,1,122316
1,1,1,0,0,4,5299,2,2,0,455748
0,1,1,1,1,1,4291,2,0,2,110076
1,1,1,2,1,5,9660,2,1,2,103524
0,1,1,2,1,2,2736,2,2,1,99900
1,1,1,2,0,1,6852,2,2,1,95004
0,0,1,2,0,8,0,2,1,2,61032
1,1,2,2,0,5,5291,2,2,1,69324
0,1,1,2,1,6,6547,2,2,2,57492
0,0,2,3,0,7,2015,2,1,2,52692
0,1,2,1,1,5,5091,1,2,0,32700
1,1,1,2,1,7,0,1,2,0,62352
0,1,2,3,1,6,6233,2,2,1,61692
0,1,2,2,0,5,2158,2,2,0,59652
0,1,2,2,1,3,2825,2,2,0,64464
1,1,2,2,0,5,3658,1,2,0,35364
0,1,1,0,1,4,6794,2,1,2,141876
1,0,2,3,1,8,0,2,1,2,53136
0,1,1,3,0,6,9311,2,0,2,389220
0,1,1,1,0,6,3710,1,0,1,48192
1,1,1,2,0,4,9407,2,2,1,63672
0,1,1,2,1,7,15128,2,1,2,304812
0,1,2,2,0,7,6724,1,2,2,64728
0,1,0,2,1,1,0,2,2,2,60612
0,1,1,1,1,1,3587,1,2,0,34056
0,1,2,2,0,3,14421,2,2,0,597876
1,1,2,2,0,4,3418,2,2,2,62688
0,1,2,2,1,5,3653,1,0,0,33480
0,1,2,1,0,0,3710,1,2,1,30360
1,1,1,1,0,4,6204,1,2,1,49488
1,1,1,3,1,7,6611,1,2,0,45384
